EntrezGene.ID	Associated.Gene.Name	Transcript.Start..bp.	Chromosome.Name
  4088	SMAD3	 65145249	chr15
   140699	C20orf132	 35163043	chr20
 50615	IL21R	 27346080	chr16
     3906	LALBA	 47247735	chr12
    55795	PCID2	112879892	chr13
  4520	MTF1	 38047827	chr1
NA	BMS1P5	 48557828	chr10
NA	LHCGR	 48768312	chr2
    55795	PCID2	112879926	chr13
NA	AC091047.10-3	 70567637	chr8
     5606	MAP2K3	 21135374	chr17
   650832	MAP2K3	 21135374	chr17
     3106	HLA-C	 31429632	chr6
NA	LHCGR	 48789413	chr2
   643161	FAM25B	 48873392	chr10
   644054	FAM25B	 48873392	chr10
   647993	FAM25B	 48873392	chr10
100132929	FAM25B	 48873392	chr10
100133093	FAM25B	 48873392	chr10
NA	PCID2	112879984	chr13
NA	PHKG1	 56115471	chr7
NA	C20orf132	 35163043	chr20
    83546	RTBDN	 12797297	chr19
 81796	SLCO5A1	 70747129	chr8
     2492	FSHR	 49042902	chr2
    50615	IL21R	 27321924	chr16
     4163	MCC	112390898	chr5
    55218	EXDL2	 68728001	chr14
NA	FRAS1	 79198120	chr4
    55218	EXDL2	 68728025	chr14
NA	PCID2	112879932	chr13
 23230	VPS13A	 78982181	chr9
    55218	EXDL2	 68728236	chr14
     5606	MAP2K3	 21128626	chr17
   650832	MAP2K3	 21128626	chr17
    55218	EXDL2	 68728276	chr14
 54934	C12orf41	 47333467	chr12
NA	RTBDN	 12798144	chr19
NA	AL603966.9-1	 48887962	chr10
     4163	MCC	112385695	chr5
NA	SLCO5A1	 70747483	chr8
 51142	CHCHD2	 56136762	chr7
   645317	CHCHD2	 56136762	chr7
    83942	TSSK1B	112796150	chr5
  8451	CUL4A	112911932	chr13
    57452	GALNTL1	 68796668	chr14
    22983	MAST1	 12810348	chr19
    50615	IL21R	 27321224	chr16
    63978	PRDM14	 71126574	chr8
    80144	FRAS1	 79198120	chr4
   140699	C20orf132	 35190638	chr20
NA	C12orf41	 47342634	chr12
 64848	YTHDC2	112877309	chr5
  3633	INPP5B	 38098956	chr1
     5606	MAP2K3	 21128642	chr17
   650832	MAP2K3	 21128642	chr17
   387	RHOA	 49371585	chr3
   904	CCNT1	 47373019	chr12
NA	AL603966.9-2	 48942352	chr10
     8451	CUL4A	112911859	chr13
    79719	AC012568.7	 65281065	chr15
     3768	KCNJ12	 21220292	chr17
100131509	KCNJ12	 21220292	chr17
100134444	KCNJ12	 21220292	chr17
   653881	RPL3	 38038833	chr22
     8451	CUL4A	112911932	chr13
NA	RPL3	 38039658	chr22
  9145	SYNGR1	 38075900	chr22
 10499	NCOA2	 71178380	chr8
  1777	DNASE2	 12847023	chr19
  2079	ERH	 68916601	chr14
NA	FSHR	 49043274	chr2
NA	INPP5B	 38100327	chr1
     8451	CUL4A	112911151	chr13
     3633	INPP5B	 38100344	chr1
NA	VPS13A	 78982181	chr9
     3781	KCNN2	113725565	chr5
  6185	RPN2	 35240888	chr20
  3916	LAMP1	112999470	chr13
     6757	SSX2B	 52797033	chrX
   389493	AC006970.6	 56149869	chr7
NA	AC120194.6	 71648235	chr8
NA	SYNGR1	 38075942	chr22
NA	NRXN1	 50002586	chr2
 10661	KLF1	 12856236	chr19
      112	ADCY6	 47446248	chr12
    64799	IQCH	 65334221	chr15
   143162	FRMPD2	 49034611	chr10
NA	SYNGR1	 38075900	chr22
     9145	SYNGR1	 38090121	chr22
 55334	SLC39A9	 68935704	chr14
  2975	GTF3C1	 27379436	chr16
NA	INPP5B	 38166796	chr1
   306	ANXA3	 79691766	chr4
  6988	TCTA	 49424643	chr3
 23471	TRAM1	 71648227	chr8
NA	AC138710.5-3	 21395463	chr17
100131704	AC144838.2	 21476548	chr17
100133918	AC144838.2	 21476548	chr17
NA	AC118758.3-2	 56839246	chr7
NA	TNRC18C	 57075980	chr7
NA	IQCH	 65334221	chr15
NA	AC138761.4-1	 21654000	chr17
     3781	KCNN2	113725915	chr5
NA	NRXN1	 50000992	chr2
NA	SLC39A9	 68935162	chr14
   402509	AC122133.4	 57085931	chr7
100132308	AC122133.4	 57085931	chr7
100134583	AC122133.4	 57085931	chr7
 10946	SF3A3	 38195241	chr1
    10454	MAP3K7IP1	 38125705	chr22
    64799	IQCH	 65450917	chr15
   284123	FAM27L	 21749497	chr17
     2975	GTF3C1	 27379436	chr16
   275	AMT	 49429781	chr3
  2639	GCDH	 12862974	chr19
NA	ANXA3	 79713244	chr4
     6185	RPN2	 35241137	chr20
    90827	ZNF733	 57191270	chr7
   400224	AL133445.4-2	 69037400	chr14
NA	LAMP1	113007248	chr13
    64799	IQCH	 65334248	chr15
      275	AMT	 49429216	chr3
     9378	NRXN1	 50000992	chr2
  9766	KIAA0247	 69148066	chr14
    10454	MAP3K7IP1	 38125692	chr22
   143162	FRMPD2	 49034608	chr10
 51110	LACTB2	 71712045	chr8
 26118	WSB1	 22645233	chr17
 55589	BMP2K	 79916722	chr4
     3781	KCNN2	113797126	chr5
NA	NRXN1	 50002411	chr2
NA	ZNF716	 57513831	chr7
   145853	C15orf61	 65600632	chr15
    79774	GRTP1	113026507	chr13
     9630	GNA14	 79228369	chr9
    55589	BMP2K	 79916556	chr4
      784	CACNB3	 47498779	chr12
     2275	FHL3	 38235031	chr1
  6430	SFRS5	 69304627	chr14
 55521	TRIM36	114488377	chr5
   730388	AC079355.6-1	 62855792	chr7
100132118	AC079355.6-1	 62855792	chr7
100133004	AC079355.6-1	 62855792	chr7
   256126	SYCE2	 12870894	chr19
    84276	NICN1	 49434770	chr3
   389668	AC020987.8-1	 71755848	chr8
     6430	SFRS5	 69303582	chr14
NA	GRTP1	113027378	chr13
     4248	MGAT3	 38183271	chr22
  5607	MAP2K5	 65622075	chr15
NA	GRTP1	113027863	chr13
    23247	KIAA0556	 27468971	chr16
     2138	EYA1	 72272917	chr8
NA	RPN2	 35241137	chr20
     2138	EYA1	 72272222	chr8
  1605	DAG1	 49482569	chr3
NA	CD44	 35117427	chr11
   113622	ADPRHL1	113124263	chr13
    55521	TRIM36	114534699	chr5
  2776	GNAQ	 79525020	chr9
  5599	MAPK8	 49279648	chr10
     2193	FARSA	 12894284	chr19
     5607	MAP2K5	 65622075	chr15
 51118	UTP11L	 38251001	chr1
   494197	SPANXN5	 52841911	chrX
     6506	SLC1A2	 35229329	chr11
  9416	DDX23	 47509807	chr12
NA	KIAA0556	 27468971	chr16
    55521	TRIM36	114541135	chr5
152559	PAQR3	 80051083	chr4
NA	AC079355.6-2	 62863783	chr7
NA	NRXN1	 50546085	chr2
   170627	XAGE5	 52857953	chrX
NA	KSR1	 22807797	chr17
   152559	PAQR3	 80058118	chr4
NA	NRXN1	 50997464	chr2
     5599	MAPK8	 49279648	chr10
NA	GSG1L	 27706351	chr16
NA	MGAT3	 38183271	chr22
  5229	PGGT1B	114575476	chr5
     6554	SLC10A1	 69312342	chr14
NA	ZNF735	 63103389	chr7
  5453	POU3F1	 38282086	chr1
NA	ASB3	 53613314	chr2
   170627	XAGE5	 52858316	chrX
    51130	ASB3	 53750622	chr2
   146395	GSG1L	 27706351	chr16
     5229	PGGT1B	114575476	chr5
 64121	RRAGC	 39077608	chr1
   168417	ZNF679	 63346931	chr7
NA	XAGE5	 52857953	chrX
 54471	SMCR7L	 38228313	chr22
 55208	DCUN1D2	113158135	chr13
    27289	RND1	 47537198	chr12
   811	CALR	 12910423	chr19
NA	PAQR3	 80063079	chr4
   170626	XAGE3	 52908285	chrX
     8927	BSN	 49566926	chr3
NA	SMCR7L	 38226051	chr22
NA	PAQR3	 80027331	chr4
    54471	SMCR7L	 38228230	chr22
   340252	ZNF680	 63617701	chr7
   153733	CCDC112	114630784	chr5
    84779	ARD1B	 80457298	chr4
NA	EYA1	 72272228	chr8
    64093	SMOC1	 69415896	chr14
NA	MAP2K5	 65719945	chr15
NA	DCUN1D2	113158135	chr13
NA	KSR1	 22911470	chr17
NA	SLC1A2	 35229348	chr11
NA	EYA1	 72273858	chr8
 26292	MYCBP	 39101221	chr1
     2691	GHRH	 35312903	chr20
NA	LBXCOR1	 65899096	chr15
NA	CEP78	 80040831	chr9
NA	DCUN1D2	113165167	chr13
NA	KSR1	 22823163	chr17
NA	EYA1	 72272222	chr8
    84131	CEP78	 80040811	chr9
 55002	TMCO3	113193359	chr13
    85478	CCDC65	 47584187	chr12
    25891	AC090625.5-2	 35409956	chr11
    51130	ASB3	 53750934	chr2
    55002	TMCO3	113193355	chr13
   390598	LBXCOR1	 65904995	chr15
     2712	GK2	 80546538	chr4
   340252	ZNF680	 63624212	chr7
     5599	MAPK8	 49184739	chr10
     8844	KSR1	 22823163	chr17
NA	CEP78	 80040811	chr9
   153733	CCDC112	114631235	chr5
   327	APEH	 49686439	chr3
     5599	MAPK8	 49279693	chr10
    54471	SMCR7L	 38228328	chr22
     9242	MSC	 72916332	chr8
   118429	ANTXR2	 81045749	chr4
NA	LBXCOR1	 65904995	chr15
    29057	FAM156B	 52943081	chrX
   727866	FAM156B	 52943081	chrX
    26292	MYCBP	 39102755	chr1
NA	ANTXR2	 81047531	chr4
 56929	FEM1C	114884507	chr5
   468	ATF4	 38246515	chr22
   643159	ATF4	 38246515	chr22
 51427	ZNF588	 63763946	chr7
NA	ANTXR2	 81113071	chr4
NA	CCDC65	 47584187	chr12
  5886	RAD23A	 12917654	chr19
    29968	PSAT1	 80101879	chr9
NA	TMCO3	113193355	chr13
 23214	XPO6	 28016817	chr16
NA	ANTXR2	 81117757	chr4
NA	GHRH	 35312977	chr20
 51303	FKBP11	 47602019	chr12
  7027	TFDP1	113287057	chr13
  8554	PIAS1	 66133622	chr15
    63905	MANBAL	 35351480	chr20
   728607	MANBAL	 35351480	chr20
  4485	MST1	 49696393	chr3
     6547	SLC8A3	 69580687	chr14
  3965	LGALS9	 22980951	chr17
    81025	GJA9	 39102778	chr1
   118429	ANTXR2	 81117757	chr4
NA	AC090625.5-2	 35409956	chr11
     8989	TRPA1	 73096040	chr8
NA	TICAM2	114942238	chr5
    29057	FAM156A	 52993191	chrX
   727866	FAM156A	 52993191	chrX
 54765	TRIM44	 35640929	chr11
    51427	ZNF588	 63787168	chr7
   353376	TICAM2	114942247	chr5
     3965	LGALS9	 22980951	chr17
NA	ZNF588	 63763946	chr7
    51014	TICAM2	114979805	chr5
    90480	GADD45GIP1	 12925972	chr19
   377	ARF3	 47616259	chr12
   388228	SBK1	 28211341	chr16
     7697	ZNF138	 63892241	chr7
    63905	MANBAL	 35351465	chr20
   728607	MANBAL	 35351465	chr20
NA	ANTXR2	 81164831	chr4
NA	MAPK8	 49279710	chr10
    81025	GJA9	 39112710	chr1
NA	PRDM8	 81325448	chr4
   143458	LDLRAD3	 35922204	chr11
    54933	RHBDL2	 39124066	chr1
100129527	AC124293.6-2	 73504410	chr8
    51130	ASB3	 53750960	chr2
 91860	CALML4	 66270098	chr15
 58504	ARHGAP22	 49324086	chr10
      496	ATP4B	113351125	chr13
     1036	CDO1	115168333	chr5
NA	MST1	 49696393	chr3
   494143	CHAC2	 53848433	chr2
     9312	KCNB2	 73642524	chr8
NA	NPIPL1	 28262355	chr16
   441239	AC073349.11-3	 63986341	chr7
    56978	PRDM8	 81325448	chr4
NA	DAND5	 12936973	chr19
NA	CHCHD9	 81196014	chr9
NA	C11orf55	 36247410	chr11
   199699	DAND5	 12941432	chr19
    54933	RHBDL2	 39124555	chr1
NA	RHBDL2	 39147179	chr1
    29057	FAM156A	 52993187	chrX
   727866	FAM156A	 52993187	chrX
NA	ARHGAP22	 49324086	chr10
 10793	ZNF273	 64001055	chr7
     6011	GRK1	113369595	chr13
 29099	COMMD9	 36252086	chr11
100130627	AL139260.19-1	 39124065	chr1
    63905	MANBAL	 35358713	chr20
   728607	MANBAL	 35358713	chr20
NA	FAM156A	 52994142	chrX
  9140	ATG12	115193714	chr5
  7013	TERF1	 74083661	chr8
   283523	TERF1	 74083661	chr8
   646359	TERF1	 74083661	chr8
    63905	MANBAL	 35359162	chr20
   728607	MANBAL	 35359162	chr20
  7480	WNT10B	 47645391	chr12
NA	LGALS9	 22982301	chr17
      468	ATF4	 38245646	chr22
   643159	ATF4	 38245646	chr22
    27248	C2orf30	 53867721	chr2
  4784	NFIX	 12967584	chr19
NA	ARHGAP22	 49324085	chr10
    54328	GPR173	 53095231	chrX
  2250	FGF5	 81406766	chr4
NA	LGALS9	 22982362	chr17
NA	MANBAL	 35351466	chr20
NA	CALML4	 66273195	chr15
    91582	RPS19BP1	 38255048	chr22
  7091	TLE4	 81377447	chr9
NA	AKIRIN1	 39229504	chr1
 63891	RNF123	 49701974	chr3
NA	AC015688.11	 23005888	chr17
     6714	SRC	 35444433	chr20
   728689	EIF3CL	 28298403	chr16
    79647	AKIRIN1	 39229547	chr1
    79899	AC009656.11	 36354131	chr11
NA	WDFY4	 49587784	chr10
NA	EIF3CL	 28298537	chr16
    63891	RNF123	 49701974	chr3
     2621	GAS6	113546919	chr13
   732446	GAS6	113546919	chr13
NA	ZNF273	 64001066	chr7
NA	NOS2	 23107922	chr17
NA	WDFY4	 49562927	chr10
    54328	GPR173	 53122426	chrX
NA	ATG12	115195178	chr5
NA	EIF3CL	 28316037	chr16
NA	NFIX	 12996459	chr19
NA	WNT10B	 47645391	chr12
NA	TLE4	 81376698	chr9
    54982	CLN6	 66286386	chr15
    27248	C2orf30	 53867691	chr2
 64061	TSPYL2	 53128274	chrX
NA	AC009656.11	 36354131	chr11
    57705	WDFY4	 49666638	chr10
NA	AKIRIN1	 39241657	chr1
NA	AC138894.2-1	 28332525	chr16
  1176	AP3S1	115205518	chr5
  8911	CACNA1I	 38296704	chr22
NA	AC138894.2-2	 28377001	chr16
  4725	NDUFS5	 39264632	chr1
  7670	ZNF117	 64074720	chr7
     4843	NOS2	 23107922	chr17
    10936	GPR75	 53933775	chr2
NA	WNT10B	 47645455	chr12
NA	AC009656.11	 36433548	chr11
NA	WNT10B	 47645606	chr12
     2250	FGF5	 81406841	chr4
   386724	AMIGO3	 49729281	chr3
NA	WNT1	 47658503	chr12
NA	SLC8A3	 69580687	chr14
NA	WDFY4	 49666638	chr10
NA	NFIX	 12996811	chr19
NA	WDFY4	 49699144	chr10
  7189	TRAF6	 36467299	chr11
    51351	ZNF117	 64072265	chr7
     7471	WNT1	 47658503	chr12
NA	FGF5	 81406841	chr4
     4725	NDUFS5	 39264593	chr1
NA	AP3S1	115205634	chr5
   474354	LRRC18	 49787539	chr10
    10936	GPR75	 53933554	chr2
NA	TERF1	 74083757	chr8
    51241	COX16	 69862543	chr14
 10116	FEM1B	 66357195	chr15
NA	C4orf22	 81475947	chr4
NA	SRC	 35444433	chr20
  8242	JARID1C	 53237381	chrX
     4784	NFIX	 12996811	chr19
     2621	GAS6	113563887	chr13
   732446	GAS6	113563887	chr13
   157869	C8orf84	 74141809	chr8
  1201	CLN3	 28396127	chr16
   474354	LRRC18	 49787534	chr10
     8911	CACNA1I	 38296704	chr22
   255119	C4orf22	 81475947	chr4
    51241	COX16	 69680762	chr14
NA	AC005697.1	 23229468	chr17
    23109	DDN	 47675200	chr12
NA	AC034236.1	115326214	chr5
NA	C8orf84	 74141809	chr8
   196740	C10orf72	 49896258	chr10
NA	ZNF92	 64476203	chr7
 23198	PSME4	 53946687	chr2
     8242	JARID1C	 53237381	chrX
   348013	FAM70B	113599048	chr13
    29925	GMPPB	 49734189	chr3
NA	AC130289.2	 23229523	chr17
   150350	ENTHD1	 38468996	chr22
    22801	ITGA11	 66381104	chr15
      651	BMP3	 82171143	chr4
  4066	LYL1	 13070848	chr19
 55333	SYNJ2BP	 69907901	chr14
 51701	NLK	 23393309	chr17
  6129	RPL7	 74365433	chr8
   206338	AC034236.1	115326170	chr5
NA	BMP3	 82177554	chr4
NA	NLK	 23393309	chr17
   196740	C10orf72	 49980223	chr10
100131835	C10orf72	 49980223	chr10
NA	FAM70B	113611113	chr13
   168374	ZNF92	 64476203	chr7
   170370	FAM170B	 50009211	chr10
NA	TLE4	 81376508	chr9
     6714	SRC	 35407971	chr20
    29925	GMPPB	 49733936	chr3
 23499	MACF1	 39322426	chr1
  5571	PRKAG1	 47682325	chr12
     5593	PRKG2	 82228861	chr4
     6714	SRC	 35445485	chr20
    23198	PSME4	 53944708	chr2
NA	ENTHD1	 38584541	chr22
NA	SRC	 35445967	chr20
  5896	RAG1	 36546139	chr11
NA	PSME4	 53945075	chr2
 22821	RASA3	113765303	chr13
 10904	BLCAP	 35579234	chr20
 10391	CORO2B	 66658362	chr15
     9402	GRAP2	 38627080	chr22
NA	FAM170B	 50009205	chr10
     8747	ADAM21P	 69993970	chr14
 55621	TRMT1	 13076721	chr19
NA	JARID1C	 53238164	chrX
NA	CORO2B	 66658627	chr15
NA	TLE4	 81377447	chr9
NA	JARID1C	 53238836	chrX
   170371	C10orf128	 50033663	chr10
NA	AC034236.1	115326170	chr5
     9807	IP6K1	 49736732	chr3
NA	C10orf128	 50033490	chr10
NA	JARID1C	 53261069	chrX
 51397	COMMD10	115448622	chr5
NA	PYY2	 23578461	chr17
     5571	PRKAG1	 47682328	chr12
NA	C10orf128	 50034201	chr10
     1201	CLN3	 28396101	chr16
NA	TLE4	 81377494	chr9
NA	AC093582.3-1	 64942477	chr7
NA	PPY2	 23598597	chr17
     6129	RPL7	 74365433	chr8
100130892	RPL7	 74365433	chr8
100134504	RPL7	 74365433	chr8
NA	C10orf128	 50038399	chr10
     5897	RAG2	 36570071	chr11
     8748	ADAM20	 70058832	chr14
    23096	IQSEC2	 53280110	chrX
  8125	ANP32A	 66845404	chr15
NA	RASA3	113765303	chr13
    10904	BLCAP	 35579233	chr20
    98	ACYP2	 54195914	chr2
NA	C10orf128	 50038404	chr10
   153020	RASGEF1B	 82567243	chr4
    10904	BLCAP	 35580632	chr20
   154807	VKORC1L1	 64975759	chr7
NA	C10orf128	 50032781	chr10
 27346	TMEM97	 23670248	chr17
    23096	IQSEC2	 53278784	chrX
 57556	SEMA6A	115807247	chr5
    10904	BLCAP	 35580669	chr20
     8125	ANP32A	 66857928	chr15
   112939	NACC1	 13090109	chr19
    10904	BLCAP	 35580709	chr20
NA	ANP32A	 66859260	chr15
   118461	C10orf71	 50200597	chr10
     9402	GRAP2	 38672767	chr22
     4826	NNAT	 35583021	chr20
    23499	MACF1	 39322426	chr1
   118461	C10orf71	 50177244	chr10
   113828	FAM83F	 38720899	chr22
     8085	MLL2	 47699029	chr12
NA	C10orf71	 50202238	chr10
 10001	MED6	 70120710	chr14
NA	FAM83F	 38720899	chr22
NA	ACYP2	 54196044	chr2
  8881	CDC16	114018464	chr13
NA	CDH29	 49810669	chr3
100130757	AC027674.10	 50177193	chr10
NA	TLE4	 81378067	chr9
    57556	SEMA6A	115807150	chr5
   389119	C3orf54	 49815691	chr3
NA	C11orf74	 36572646	chr11
  8677	STX10	 13115903	chr19
  2990	GUSB	 65063110	chr7
NA	TMEM97	 23670377	chr17
 23112	TNRC6B	 38770767	chr22
   644168	DRGX	 50242243	chr10
   119710	C11orf74	 36572646	chr11
  8243	SMC1A	 53417795	chrX
100128146	AC090734.6	 66859267	chr15
     8677	STX10	 13115903	chr19
NA	HNRNPD	 83494011	chr4
   388951	TSPYL6	 54335560	chr2
     2074	ERCC6	 50336715	chr10
     7318	UBA7	 49817643	chr3
NA	TLE4	 81378032	chr9
 90410	IFT20	 23679485	chr17
     2990	GUSB	 65063106	chr7
    57689	LRRC4C	 40092329	chr11
 23508	TTC9	 70178257	chr14
     8881	CDC16	114018464	chr13
   246777	SPESP1	 67009919	chr15
  7088	TLE1	 83388423	chr9
     3184	HNRNPD	 83493491	chr4
   129852	C2orf73	 54411575	chr2
   121268	RHEBL1	 47744735	chr12
NA	RPL7	 74365073	chr8
  9592	IER2	 13124893	chr19
NA	RPL7	 74365829	chr8
NA	AL162293.22	 35738726	chr20
NA	RPL7	 74365831	chr8
   157506	RDH10	 74369891	chr8
    23112	TNRC6B	 38771424	chr22
NA	C2orf73	 54411543	chr2
    90410	IFT20	 23679480	chr17
NA	ERCC6	 50336715	chr10
    50846	DHH	 47769475	chr12
  4293	MAP3K9	 70266121	chr14
NA	TNRC6B	 38877784	chr22
    79400	NOX5	 67094129	chr15
     8539	API5L1	 43290109	chr11
 56259	CTNNBL1	 35755858	chr20
NA	CLN3	 28398552	chr16
NA	MACF1	 39466940	chr1
     9592	IER2	 13122282	chr19
    10293	TRAIP	 49841032	chr3
NA	RPS17P2	116079834	chr5
NA	SMC1A	 53443272	chrX
NA	CLN3	 28401335	chr16
  7126	TNFAIP1	 23686913	chr17
   267004	PGBD3	 50393253	chr10
NA	CLN3	 28401338	chr16
NA	SMC1A	 53456910	chrX
      435	ASL	 65178207	chr7
NA	TLE1	 83388423	chr9
     4293	MAP3K9	 70264605	chr14
  6711	SPTBN1	 54536958	chr2
   285605	DTWD2	118203135	chr5
   158787	RIBC1	 53466615	chrX
NA	CDC16	114018556	chr13
NA	MICA	 31479389	chr6
    23112	TNRC6B	 38903892	chr22
 27067	STAU2	 74495160	chr8
NA	CDC16	114018638	chr13
    79400	NOX5	 67009918	chr15
NA	CDC16	114018658	chr13
    55716	LMBR1L	 47777221	chr12
NA	NOX5	 67009918	chr15
    55911	AC138894.2-3	 28413504	chr16
   643287	AC008629.7-1	118337159	chr5
NA	TMEM84	 67160193	chr15
   267004	PGBD3	 50393157	chr10
NA	TLE1	 83404824	chr9
   158787	RIBC1	 53466575	chrX
     6572	SLC18A3	 50488427	chr10
 65110	UPF3A	114065180	chr13
    56259	CTNNBL1	 35755848	chr20
NA	CAMKV	 49871755	chr3
 26035	GLCE	 67240027	chr15
   158	ADSL	 39072509	chr22
NA	TLE1	 83404600	chr9
 22990	PCNX	 70443875	chr14
 55761	TTC17	 43337067	chr11
NA	CAMKV	 49870426	chr3
 26073	POLDIP2	 23697786	chr17
  3028	HSD17B10	 53474935	chrX
NA	MACF1	 39506957	chr1
   773	CACNA1A	 13178256	chr19
      435	ASL	 65178263	chr7
    27067	STAU2	 74624393	chr8
   246778	IL27	 28418184	chr16
NA	LMBR1L	 47777221	chr12
    79012	CAMKV	 49870426	chr3
    26471	AC130449.1	 28456191	chr16
     1103	CHAT	 50492062	chr10
NA	TTC17	 43337067	chr11
    54852	PAQR5	 67393796	chr15
NA	TLE1	 83438204	chr9
NA	AL365190.16	 83464846	chr9
    23499	MACF1	 39569528	chr1
     3028	HSD17B10	 53474931	chrX
100129668	MICA	 31476505	chr6
    22990	PCNX	 70443875	chr14
   147007	C17orf32	 23708814	chr17
      158	ADSL	 39072479	chr22
NA	AL158154.28-1	 83718273	chr9
NA	MICA	 31479295	chr6
NA	CTNNBL1	 35806461	chr20
      773	CACNA1A	 13178256	chr19
  1657	DMXL1	118434983	chr5
 51144	HSD17B12	 43658719	chr11
NA	AC018620.11	 74523517	chr8
    10376	TUBA1B	 47807836	chr12
NA	MICA	 31484427	chr6
NA	CTNNBL1	 35839089	chr20
NA	CTNNBL1	 35909675	chr20
    54852	PAQR5	 67378340	chr15
 55284	UBE2W	 74880111	chr8
NA	AL158154.28-2	 83718172	chr9
    26471	AC130449.1	 28456163	chr16
   283489	C13orf8	114098090	chr13
NA	C17orf32	 23709193	chr17
NA	MICA	 31475540	chr6
   389761	AL158154.28-3	 83733218	chr9
NA	C20orf102	 35964913	chr20
NA	MST1R	 49899444	chr3
   645832	SEBOX	 23715417	chr17
    10866	HCP5	 31538938	chr6
     9493	KIF23	 67493742	chr15
    27352	SGSM3	 39096541	chr22
 25816	TNFAIP8	118752897	chr5
     6711	SPTBN1	 54639035	chr2
NA	HSD17B12	 43658719	chr11
   389763	AL355985.18-2	 83793507	chr9
NA	UBE2W	 74867748	chr8
      435	ASL	 65178249	chr7
NA	MACF1	 39569397	chr1
112869	CCDC101	 28472758	chr16
     1103	CHAT	 50494105	chr10
NA	HSD17B10	 53474935	chrX
   221120	ALKBH3	 43858971	chr11
     4486	MST1R	 49899444	chr3
 26037	SIPA1L1	 71065795	chr14
   128434	C20orf102	 35964913	chr20
     7448	VTN	 23718425	chr17
   404770	FAM75B	 83865480	chr9
  6921	TCEB1	 75021184	chr8
100132973	TCEB1	 75021184	chr8
     4277	MICB	 31573945	chr6
  3295	HSD17B4	118816122	chr5
    26037	SIPA1L1	 71065795	chr14
NA	SGSM3	 39130207	chr22
  6799	SULT1A2	 28510767	chr16
   158158	RASEF	 84787144	chr9
NA	KIF23	 67495347	chr15
     1103	CHAT	 50491171	chr10
NA	MACF1	 39697383	chr1
NA	ALKBH3	 43858971	chr11
    84315	MON1A	 49921312	chr3
  9675	KIAA0406	 36044844	chr20
    27297	CRCP	 65216341	chr7
NA	EML6	 54805703	chr2
  6176	RPLP1	 67532213	chr15
   387763	AC087521.10-2	 43920716	chr11
 57591	MKL1	 39136252	chr22
NA	MICB	 31573842	chr6
  9987	HNRPDL	 83563371	chr4
   401250	MCCD1	 31604718	chr6
     1103	CHAT	 50491160	chr10
 54968	TMEM70	 75050984	chr8
 23098	SARM1	 23723181	chr17
NA	RGS6	 71501247	chr14
NA	AC013414.7	 55009122	chr2
     7846	TUBA1A	 47864847	chr12
NA	RASEF	 84860280	chr9
   390110	ACCSL	 44026107	chr11
NA	MACF1	 39700280	chr1
    27297	CRCP	 65217026	chr7
     9675	KIAA0406	 36044823	chr20
 10075	HUWE1	 53576476	chrX
NA	AC105935.2-2	 49952596	chr3
NA	KIAA0406	 36044903	chr20
     1103	CHAT	 50487147	chr10
NA	SARM1	 23723114	chr17
   353500	BMP8A	 39729905	chr1
NA	FAM170A	118993192	chr5
     7919	BAT1	 31606009	chr6
NA	FRMD3	 85047725	chr9
NA	RGS6	 71501262	chr14
    84680	ACCS	 44044586	chr11
   282966	C10orf53	 50557690	chr10
   340069	FAM170A	118993153	chr5
 57142	RTN4	 55053454	chr2
    58490	RPRD1B	 36095362	chr20
 23643	LY96	 75066141	chr8
NA	MKL1	 39136240	chr22
 81576	CCDC130	 13719749	chr19
NA	FRMD3	 85052272	chr9
 10180	RBM6	 49952481	chr3
NA	MKL1	 39136238	chr22
NA	C10orf53	 50557703	chr10
NA	SLC46A1	 23745788	chr17
NA	HNRPDL	 83564806	chr4
   257019	FRMD3	 85049357	chr9
  7090	TLE3	 68127597	chr15
    55753	OGDHL	 50612717	chr10
  2132	EXT2	 44073675	chr11
NA	FRMD3	 85052132	chr9
NA	CCDC130	 13733232	chr19
    57142	RTN4	 55052833	chr2
     9628	RGS6	 71501262	chr14
NA	MKL1	 39155301	chr22
    56704	JPH1	 75309493	chr8
NA	TUBA1C	 47945132	chr12
    58478	ENOPH1	 83570787	chr4
    27297	CRCP	 65229058	chr7
NA	PRR16	119828081	chr5
NA	AL031594.9	 39295238	chr22
100130494	AL365277.23-2	 39760545	chr1
   113235	SLC46A1	 23745788	chr17
